%global
    time = "2022-01-01/48"
    
%groundwater
    id = "0"
    
%data
* *	*	watertable
2022	133	25	1.4
2022	133	26	1.402
2022	133	27	1.4
2022	133	28	1.398
2022	133	29	1.397
2022	133	30	1.395
2022	133	31	1.395
2022	133	32	1.392
2022	133	33	1.392
2022	133	34	1.392
2022	133	35	1.39
2022	133	36	1.39
2022	133	37	1.387
2022	133	38	1.386
2022	133	39	1.385
2022	133	40	1.384
2022	133	41	1.383
2022	133	42	1.382
2022	133	43	1.381
2022	133	44	1.381
2022	133	45	1.379
2022	133	46	1.378
2022	133	47	1.378
2022	133	48	1.377
2022	134	1	1.375
2022	134	2	1.375
2022	134	3	1.375
2022	134	4	1.374
2022	134	5	1.373
2022	134	6	1.373
2022	134	7	1.372
2022	134	8	1.372
2022	134	9	1.371
2022	134	10	1.371
2022	134	11	1.369
2022	134	12	1.369
2022	134	13	1.369
2022	134	14	1.369
2022	134	15	1.367
2022	134	16	1.368
2022	134	17	1.366
2022	134	18	1.366
2022	134	19	1.366
2022	134	20	1.365
2022	134	21	1.364
2022	134	22	1.365
2022	134	23	1.363
2022	134	24	1.363
2022	134	25	1.363
2022	134	26	1.363
2022	134	27	1.363
2022	134	28	1.362
2022	134	29	1.361
2022	134	30	1.361
2022	134	31	1.36
2022	134	32	1.359
2022	134	33	1.358
2022	134	34	1.358
2022	134	35	1.356
2022	134	36	1.356
2022	134	37	1.353
2022	134	38	1.353
2022	134	39	1.353
2022	134	40	1.352
2022	134	41	1.351
2022	134	42	1.35
2022	134	43	1.349
2022	134	44	1.348
2022	134	45	1.347
2022	134	46	1.345
2022	134	47	1.344
2022	134	48	1.343
2022	135	1	1.342
2022	135	2	1.341
2022	135	3	1.34
2022	135	4	1.339
2022	135	5	1.338
2022	135	6	1.337
2022	135	7	1.337
2022	135	8	1.336
2022	135	9	1.335
2022	135	10	1.334
2022	135	11	1.333
2022	135	12	1.332
2022	135	13	1.332
2022	135	14	1.332
2022	135	15	1.33
2022	135	16	1.33
2022	135	17	1.329
2022	135	18	1.328
2022	135	19	1.328
2022	135	20	1.327
2022	135	21	1.326
2022	135	22	1.325
2022	135	23	1.324
2022	135	24	1.326
2022	135	25	1.323
2022	135	26	1.323
2022	135	27	1.321
2022	135	28	1.321
2022	135	29	1.32
2022	135	30	1.32
2022	135	31	1.319
2022	135	32	1.319
2022	135	33	1.317
2022	135	34	1.316
2022	135	35	1.317
2022	135	36	1.315
2022	135	37	1.314
2022	135	38	1.314
2022	135	39	1.312
2022	135	40	1.311
2022	135	41	1.31
2022	135	42	1.31
2022	135	43	1.308
2022	135	44	1.307
2022	135	45	1.307
2022	135	46	1.306
2022	135	47	1.305
2022	135	48	1.305
2022	136	1	1.303
2022	136	2	1.303
2022	136	3	1.302
2022	136	4	1.301
2022	136	5	1.301
2022	136	6	1.301
2022	136	7	1.3
2022	136	8	1.3
2022	136	9	1.299
2022	136	10	1.298
2022	136	11	1.297
2022	136	12	1.297
2022	136	13	1.296
2022	136	14	1.295
2022	136	15	1.295
2022	136	16	1.294
2022	136	17	1.293
2022	136	18	1.293
2022	136	19	1.294
2022	136	20	1.292
2022	136	21	1.29
2022	136	22	1.291
2022	136	23	1.291
2022	136	24	1.292
2022	136	25	1.289
2022	136	26	1.287
2022	136	27	1.289
2022	136	28	1.285
2022	136	29	1.287
2022	136	30	1.286
2022	136	31	1.286
2022	136	32	1.285
2022	136	33	1.285
2022	136	34	1.285
2022	136	35	1.286
2022	136	36	1.284
2022	136	37	1.283
2022	136	38	1.282
2022	136	39	1.281
2022	136	40	1.28
2022	136	41	1.279
2022	136	42	1.277
2022	136	43	1.276
2022	136	44	1.276
2022	136	45	1.276
2022	136	46	1.276
2022	136	47	1.275
2022	136	48	1.274
2022	137	1	1.275
2022	137	2	1.274
2022	137	3	1.273
2022	137	4	1.273
2022	137	5	1.272
2022	137	6	1.272
2022	137	7	1.272
2022	137	8	1.271
2022	137	9	1.27
2022	137	10	1.27
2022	137	11	1.27
2022	137	12	1.27
2022	137	13	1.268
2022	137	14	1.269
2022	137	15	1.268
2022	137	16	1.267
2022	137	17	1.267
2022	137	18	1.266
2022	137	19	1.266
2022	137	20	1.266
2022	137	21	1.264
2022	137	22	1.264
2022	137	23	1.263
2022	137	24	1.263
2022	137	25	1.263
2022	137	26	1.262
2022	137	27	1.261
2022	137	28	1.261
2022	137	29	1.261
2022	137	30	1.26
2022	137	31	1.26
2022	137	32	1.26
2022	137	33	1.259
2022	137	34	1.259
2022	137	35	1.258
2022	137	36	1.257
2022	137	37	1.257
2022	137	38	1.257
2022	137	39	1.256
2022	137	40	1.256
2022	137	41	1.254
2022	137	42	1.255
2022	137	43	1.254
2022	137	44	1.253
2022	137	45	1.253
2022	137	46	1.252
2022	137	47	1.252
2022	137	48	1.251
2022	138	1	1.251
2022	138	2	1.251
2022	138	3	1.251
2022	138	4	1.25
2022	138	5	1.251
2022	138	6	1.25
2022	138	7	1.25
2022	138	8	1.25
2022	138	9	1.25
2022	138	10	1.249
2022	138	11	1.249
2022	138	12	1.249
2022	138	13	1.249
2022	138	14	1.249
2022	138	15	1.249
2022	138	16	1.25
2022	138	17	1.25
2022	138	18	1.25
2022	138	19	1.25
2022	138	20	1.25
2022	138	21	1.25
2022	138	22	1.251
2022	138	23	1.252
2022	138	24	1.252
2022	138	25	1.252
2022	138	26	1.253
2022	138	27	1.253
2022	138	28	1.253
2022	138	29	1.253
2022	138	30	1.254
2022	138	31	1.254
2022	138	32	1.255
2022	138	33	1.255
2022	138	34	1.255
2022	138	35	1.255
2022	138	36	1.255
2022	138	37	1.254
2022	138	38	1.253
2022	138	39	1.253
2022	138	40	1.251
2022	138	41	1.251
2022	138	42	1.25
2022	138	43	1.249
2022	138	44	1.249
2022	138	45	1.249
2022	138	46	1.248
2022	138	47	1.248
2022	138	48	1.248
2022	139	1	1.248
2022	139	2	1.248
2022	139	3	1.248
2022	139	4	1.248
2022	139	5	1.248
2022	139	6	1.248
2022	139	7	1.248
2022	139	8	1.247
2022	139	9	1.247
2022	139	10	1.246
2022	139	11	1.247
2022	139	12	1.246
2022	139	13	1.246
2022	139	14	1.245
2022	139	15	1.245
2022	139	16	1.244
2022	139	17	1.244
2022	139	18	1.243
2022	139	19	1.243
2022	139	20	1.242
2022	139	21	1.242
2022	139	22	1.241
2022	139	23	1.241
2022	139	24	1.241
2022	139	25	1.239
2022	139	26	1.241
2022	139	27	1.239
2022	139	28	1.239
2022	139	29	1.238
2022	139	30	1.238
2022	139	31	1.238
2022	139	32	1.237
2022	139	33	1.237
2022	139	34	1.238
2022	139	35	1.237
2022	139	36	1.238
2022	139	37	1.237
2022	139	38	1.237
2022	139	39	1.236
2022	139	40	1.235
2022	139	41	1.236
2022	139	42	1.236
2022	139	43	1.235
2022	139	44	1.234
2022	139	45	1.234
2022	139	46	1.234
2022	139	47	1.234
2022	139	48	1.234
2022	140	1	1.233
2022	140	2	1.234
2022	140	3	1.234
2022	140	4	1.235
2022	140	5	1.234
2022	140	6	1.234
2022	140	7	1.234
2022	140	8	1.233
2022	140	9	1.233
2022	140	10	1.234
2022	140	11	1.234
2022	140	12	1.233
2022	140	13	1.233
2022	140	14	1.234
2022	140	15	1.234
2022	140	16	1.233
2022	140	17	1.233
2022	140	18	1.233
2022	140	19	1.233
2022	140	20	1.234
2022	140	21	1.234
2022	140	22	1.234
2022	140	23	1.233
2022	140	24	1.235
2022	140	25	1.233
2022	140	26	1.231
2022	140	27	1.235
2022	140	28	1.234
2022	140	29	1.233
2022	140	30	1.234
2022	140	31	1.234
2022	140	32	1.233
2022	140	33	1.234
2022	140	34	1.232
2022	140	35	1.233
2022	140	36	1.233
2022	140	37	1.232
2022	140	38	1.232
2022	140	39	1.233
2022	140	40	1.232
2022	140	41	1.232
2022	140	42	1.233
2022	140	43	1.232
2022	140	44	1.231
2022	140	45	1.231
2022	140	46	1.231
2022	140	47	1.231
2022	140	48	1.231
2022	141	1	1.232
2022	141	2	1.231
2022	141	3	1.231
2022	141	4	1.23
2022	141	5	1.231
2022	141	6	1.231
2022	141	7	1.231
2022	141	8	1.232
2022	141	9	1.23
2022	141	10	1.23
2022	141	11	1.23
2022	141	12	1.23
2022	141	13	1.23
2022	141	14	1.231
2022	141	15	1.23
2022	141	16	1.23
2022	141	17	1.231
2022	141	18	1.23
2022	141	19	1.231
2022	141	20	1.232
2022	141	21	1.232
2022	141	22	1.232
2022	141	23	1.231
2022	141	24	1.231
2022	141	25	1.233
2022	141	26	1.229
2022	141	27	1.229
2022	141	28	1.229
2022	141	29	1.231
2022	141	30	1.23
2022	141	31	1.23
2022	141	32	1.229
2022	141	33	1.232
2022	141	34	1.228
2022	141	35	1.229
2022	141	36	1.228
2022	141	37	1.228
2022	141	38	1.228
2022	141	39	1.227
2022	141	40	1.228
2022	141	41	1.226
2022	141	42	1.226
2022	141	43	1.225
2022	141	44	1.225
2022	141	45	1.224
2022	141	46	1.224
2022	141	47	1.223
2022	141	48	1.222
2022	142	1	1.222
2022	142	2	1.222
2022	142	3	1.221
2022	142	4	1.221
2022	142	5	1.221
2022	142	6	1.221
2022	142	7	1.22
2022	142	8	1.22
2022	142	9	1.22
2022	142	10	1.219
2022	142	11	1.218
2022	142	12	1.218
2022	142	13	1.218
2022	142	14	1.218
2022	142	15	1.218
2022	142	16	1.217
2022	142	17	1.217
2022	142	18	1.217
2022	142	19	1.217
2022	142	20	1.216
2022	142	21	1.215
2022	142	22	1.216
2022	142	23	1.215
2022	142	24	1.215
2022	142	25	1.215
2022	142	26	1.215
2022	142	27	1.215
2022	142	28	1.215
2022	142	29	1.215
2022	142	30	1.215
2022	142	31	1.215
2022	142	32	1.215
2022	142	33	1.214
2022	142	34	1.215
2022	142	35	1.214
2022	142	36	1.215
2022	142	37	1.214
2022	142	38	1.214
2022	142	39	1.214
2022	142	40	1.214
2022	142	41	1.214
2022	142	42	1.213
2022	142	43	1.213
2022	142	44	1.212
2022	142	45	1.212
2022	142	46	1.212
2022	142	47	1.213
2022	142	48	1.212
2022	143	1	1.212
2022	143	2	1.212
2022	143	3	1.212
2022	143	4	1.211
2022	143	5	1.212
2022	143	6	1.211
2022	143	7	1.211
2022	143	8	1.211
2022	143	9	1.211
2022	143	10	1.21
2022	143	11	1.21
2022	143	12	1.21
2022	143	13	1.21
2022	143	14	1.21
2022	143	15	1.21
2022	143	16	1.21
2022	143	17	1.21
2022	143	18	1.21
2022	143	19	1.211
2022	143	20	1.21
2022	143	21	1.21
2022	143	22	1.21
2022	143	23	1.21
2022	143	24	1.209
2022	143	25	1.21
2022	143	26	1.21
2022	143	27	1.211
2022	143	28	1.211
2022	143	29	1.21
2022	143	30	1.209
2022	143	31	1.209
2022	143	32	1.21
2022	143	33	1.21
2022	143	34	1.21
2022	143	35	1.209
2022	143	36	1.209
2022	143	37	1.21
2022	143	38	1.209
2022	143	39	1.209
2022	143	40	1.209
2022	143	41	1.208
2022	143	42	1.208
2022	143	43	1.208
2022	143	44	1.207
2022	143	45	1.207
2022	143	46	1.207
2022	143	47	1.207
2022	143	48	1.206
2022	144	1	1.206
2022	144	2	1.206
2022	144	3	1.206
2022	144	4	1.206
2022	144	5	1.205
2022	144	6	1.205
2022	144	7	1.205
2022	144	8	1.205
2022	144	9	1.205
2022	144	10	1.205
2022	144	11	1.205
2022	144	12	1.204
2022	144	13	1.204
2022	144	14	1.204
2022	144	15	1.204
2022	144	16	1.204
2022	144	17	1.204
2022	144	18	1.204
2022	144	19	1.204
2022	144	20	1.205
2022	144	21	1.204
2022	144	22	1.204
2022	144	23	1.204
2022	144	24	1.203
2022	144	25	1.203
2022	144	26	1.204
2022	144	27	1.203
2022	144	28	1.203
2022	144	29	1.203
2022	144	30	1.203
2022	144	31	1.203
2022	144	32	1.201
2022	144	33	1.203
2022	144	34	1.203
2022	144	35	1.203
2022	144	36	1.203
2022	144	37	1.204
2022	144	38	1.204
2022	144	39	1.204
2022	144	40	1.203
2022	144	41	1.202
2022	144	42	1.202
2022	144	43	1.202
2022	144	44	1.201
2022	144	45	1.201
2022	144	46	1.201
2022	144	47	1.201
2022	144	48	1.201
2022	145	1	1.201
2022	145	2	1.201
2022	145	3	1.201
2022	145	4	1.201
2022	145	5	1.201
2022	145	6	1.201
2022	145	7	1.201
2022	145	8	1.201
2022	145	9	1.201
2022	145	10	1.202
2022	145	11	1.201
2022	145	12	1.202
2022	145	13	1.202
2022	145	14	1.202
2022	145	15	1.201
2022	145	16	1.203
2022	145	17	1.202
2022	145	18	1.202
2022	145	19	1.202
2022	145	20	1.201
2022	145	21	1.203
2022	145	22	1.202
2022	145	23	1.202
2022	145	24	1.202
2022	145	25	1.203
2022	145	26	1.203
2022	145	27	1.205
2022	145	28	1.204
2022	145	29	1.205
2022	145	30	1.204
2022	145	31	1.205
2022	145	32	1.205
2022	145	33	1.206
2022	145	34	1.203
2022	145	35	1.202
2022	145	36	1.202
2022	145	37	1.204
2022	145	38	1.203
2022	145	39	1.204
2022	145	40	1.204
2022	145	41	1.204
2022	145	42	1.204
2022	145	43	1.204
2022	145	44	1.204
2022	145	45	1.204
2022	145	46	1.203
2022	145	47	1.204
2022	145	48	1.205
2022	146	1	1.205
2022	146	2	1.206
2022	146	3	1.206
2022	146	4	1.207
2022	146	5	1.206
2022	146	6	1.206
2022	146	7	1.208
2022	146	8	1.21
2022	146	9	1.211
2022	146	10	1.212
2022	146	11	1.213
2022	146	12	1.214
2022	146	13	1.215
2022	146	14	1.216
2022	146	15	1.216
2022	146	16	1.217
2022	146	17	1.218
2022	146	18	1.218
2022	146	19	1.219
2022	146	20	1.22
2022	146	21	1.222
2022	146	22	1.224
2022	146	23	1.227
2022	146	24	1.229
2022	146	25	1.233
2022	146	26	1.237
2022	146	27	1.241
2022	146	28	1.244
2022	146	29	1.246
2022	146	30	1.248
2022	146	31	1.251
2022	146	32	1.253
2022	146	33	1.254
2022	146	34	1.256
2022	146	35	1.256
2022	146	36	1.258
2022	146	37	1.261
2022	146	38	1.263
2022	146	39	1.269
2022	146	40	1.276
2022	146	41	1.282
2022	146	42	1.289
2022	146	43	1.293
2022	146	44	1.299
2022	146	45	1.302
2022	146	46	1.305
2022	146	47	1.307
2022	146	48	1.31
2022	147	1	1.31
2022	147	2	1.312
2022	147	3	1.313
2022	147	4	1.315
2022	147	5	1.315
2022	147	6	1.317
2022	147	7	1.318
2022	147	8	1.319
2022	147	9	1.322
2022	147	10	1.325
2022	147	11	1.329
2022	147	12	1.333
2022	147	13	1.336
2022	147	14	1.338
2022	147	15	1.34
2022	147	16	1.342
2022	147	17	1.343
2022	147	18	1.345
2022	147	19	1.348
2022	147	20	1.35
2022	147	21	1.353
2022	147	22	1.357
2022	147	23	1.362
2022	147	24	1.366
2022	147	25	1.372
2022	147	26	1.378
2022	147	27	1.384
2022	147	28	1.389
2022	147	29	1.393
2022	147	30	1.396
2022	147	31	1.397
2022	147	32	1.4
2022	147	33	1.402
2022	147	34	1.404
2022	147	35	1.406
2022	147	36	1.409
2022	147	37	1.414
2022	147	38	1.423
2022	147	39	1.434
2022	147	40	1.445
2022	147	41	1.458
2022	147	42	1.471
2022	147	43	1.484
2022	147	44	1.5
2022	147	45	1.517
2022	147	46	1.539
2022	147	47	1.561
2022	147	48	1.579
2022	148	1	1.592
2022	148	2	1.603
2022	148	3	1.61
2022	148	4	1.616
2022	148	5	1.62
2022	148	6	1.622
2022	148	7	1.624
2022	148	8	1.625
2022	148	9	1.624
2022	148	10	1.625
2022	148	11	1.623
2022	148	12	1.623
2022	148	13	1.623
2022	148	14	1.625
2022	148	15	1.628
2022	148	16	1.631
2022	148	17	1.633
2022	148	18	1.635
2022	148	19	1.635
2022	148	20	1.635
2022	148	21	1.635
2022	148	22	1.634
2022	148	23	1.632
2022	148	24	1.631
2022	148	25	1.63
2022	148	26	1.642
2022	148	27	1.66
2022	148	28	1.676
2022	148	29	1.685
2022	148	30	1.689
2022	148	31	1.69
2022	148	32	1.689
2022	148	33	1.688
2022	148	34	1.687
2022	148	35	1.685
2022	148	36	1.683
2022	148	37	1.68
2022	148	38	1.68
2022	148	39	1.68
2022	148	40	1.68
2022	148	41	1.678
2022	148	42	1.677
2022	148	43	1.675
2022	148	44	1.673
2022	148	45	1.672
2022	148	46	1.67
2022	148	47	1.668
2022	148	48	1.666
2022	149	1	1.664
2022	149	2	1.663
2022	149	3	1.661
2022	149	4	1.659
2022	149	5	1.658
2022	149	6	1.656
2022	149	7	1.654
2022	149	8	1.653
2022	149	9	1.652
2022	149	10	1.65
2022	149	11	1.648
2022	149	12	1.646
2022	149	13	1.645
2022	149	14	1.644
2022	149	15	1.642
2022	149	16	1.641
2022	149	17	1.639
2022	149	18	1.638
2022	149	19	1.636
2022	149	20	1.635
2022	149	21	1.633
2022	149	22	1.632
2022	149	23	1.629
2022	149	24	1.628
2022	149	25	1.625
2022	149	26	1.625
2022	149	27	1.624
2022	149	28	1.622
2022	149	29	1.62
2022	149	30	1.617
2022	149	31	1.614
2022	149	32	1.611
2022	149	33	1.608
2022	149	34	1.604
2022	149	35	1.601
2022	149	36	1.597
2022	149	37	1.594
2022	149	38	1.591
2022	149	39	1.587
2022	149	40	1.584
2022	149	41	1.582
2022	149	42	1.578
2022	149	43	1.576
2022	149	44	1.573
2022	149	45	1.571
2022	149	46	1.569
2022	149	47	1.567
2022	149	48	1.565
2022	150	1	1.563
2022	150	2	1.561
2022	150	3	1.559
2022	150	4	1.558
2022	150	5	1.556
2022	150	6	1.555
2022	150	7	1.553
2022	150	8	1.552
2022	150	9	1.55
2022	150	10	1.548
2022	150	11	1.547
2022	150	12	1.546
2022	150	13	1.545
2022	150	14	1.543
2022	150	15	1.542
2022	150	16	1.541
2022	150	17	1.541
2022	150	18	1.54
2022	150	19	1.539
2022	150	20	1.538
2022	150	21	1.537
2022	150	22	1.535
2022	150	23	1.534
2022	150	24	1.533
2022	150	25	1.531
2022	150	26	1.53
2022	150	27	1.528
2022	150	28	1.527
2022	150	29	1.525
2022	150	30	1.524
2022	150	31	1.522
2022	150	32	1.521
2022	150	33	1.519
2022	150	34	1.517
2022	150	35	1.515
2022	150	36	1.513
2022	150	37	1.511
2022	150	38	1.51
2022	150	39	1.507
2022	150	40	1.506
2022	150	41	1.505
2022	150	42	1.503
2022	150	43	1.501
2022	150	44	1.5
2022	150	45	1.499
2022	150	46	1.498
2022	150	47	1.497
2022	150	48	1.496
2022	151	1	1.495
2022	151	2	1.495
2022	151	3	1.494
2022	151	4	1.493
2022	151	5	1.492
2022	151	6	1.491
2022	151	7	1.491
2022	151	8	1.49
2022	151	9	1.49
2022	151	10	1.49
2022	151	11	1.488
2022	151	12	1.489
2022	151	13	1.487
2022	151	14	1.486
2022	151	15	1.487
2022	151	16	1.491
2022	151	17	1.499
2022	151	18	1.512
2022	151	19	1.521
2022	151	20	1.528
2022	151	21	1.531
2022	151	22	1.533
2022	151	23	1.536
2022	151	24	1.535
2022	151	25	1.537
2022	151	26	1.536
2022	151	27	1.536
2022	151	28	1.534
2022	151	29	1.532
2022	151	30	1.531
2022	151	31	1.528
2022	151	32	1.526
2022	151	33	1.524
2022	151	34	1.523
2022	151	35	1.521
2022	151	36	1.519
2022	151	37	1.517
2022	151	38	1.518
2022	151	39	1.516
2022	151	40	1.516
2022	151	41	1.516
2022	151	42	1.518
2022	151	43	1.524
2022	151	44	1.534
2022	151	45	1.546
2022	151	46	1.555
2022	151	47	1.562
2022	151	48	1.568
2022	152	1	1.573
2022	152	2	1.576
2022	152	3	1.579
2022	152	4	1.581
2022	152	5	1.582
2022	152	6	1.582
2022	152	7	1.583
2022	152	8	1.584
2022	152	9	1.583
2022	152	10	1.583
2022	152	11	1.581
2022	152	12	1.58
2022	152	13	1.578
2022	152	14	1.577
2022	152	15	1.575
2022	152	16	1.573
2022	152	17	1.571
2022	152	18	1.57
2022	152	19	1.569
2022	152	20	1.566
2022	152	21	1.564
2022	152	22	1.562
2022	152	23	1.56
2022	152	24	1.559
2022	152	25	1.557
2022	152	26	1.554
2022	152	27	1.55
2022	152	28	1.548
2022	152	29	1.545
2022	152	30	1.542
2022	152	31	1.538
2022	152	32	1.535
2022	152	33	1.533
2022	152	34	1.53
2022	152	35	1.527
2022	152	36	1.523
2022	152	37	1.523
2022	152	38	1.519
2022	152	39	1.516
2022	152	40	1.514
2022	152	41	1.511
2022	152	42	1.51
2022	152	43	1.508
2022	152	44	1.506
2022	152	45	1.505
2022	152	46	1.503
2022	152	47	1.502
2022	152	48	1.501
2022	153	1	1.5
2022	153	2	1.499
2022	153	3	1.498
2022	153	4	1.497
2022	153	5	1.495
2022	153	6	1.495
2022	153	7	1.495
2022	153	8	1.495
2022	153	9	1.497
2022	153	10	1.502
2022	153	11	1.521
2022	153	12	1.587
2022	153	13	1.683
2022	153	14	1.731
2022	153	15	1.751
2022	153	16	1.757
2022	153	17	1.759
2022	153	18	1.76
2022	153	19	1.758
2022	153	20	1.757
2022	153	21	1.755
2022	153	22	1.753
2022	153	23	1.751
2022	153	24	1.751
2022	153	25	1.758
2022	153	26	1.77
2022	153	27	1.792
2022	153	28	1.816
2022	153	29	1.843
2022	153	30	1.854
2022	153	31	1.858
2022	153	32	1.872
2022	153	33	1.879
2022	153	34	1.88
2022	153	35	1.881
2022	153	36	1.88
2022	153	37	1.882
2022	153	38	1.88
2022	153	39	1.88
2022	153	40	1.88
2022	153	41	1.879
2022	153	42	1.878
2022	153	43	1.879
2022	153	44	1.896
2022	153	45	1.906
2022	153	46	1.915
2022	153	47	1.927
2022	153	48	1.931
2022	154	1	1.932
2022	154	2	1.932
2022	154	3	1.931
2022	154	4	1.931
2022	154	5	1.931
2022	154	6	1.933
2022	154	7	1.932
2022	154	8	1.934
2022	154	9	1.935
2022	154	10	1.935
2022	154	11	1.934
2022	154	12	1.934
2022	154	13	1.933
2022	154	14	1.932
2022	154	15	1.932
2022	154	16	1.932
2022	154	17	1.93
2022	154	18	1.929
2022	154	19	1.927
2022	154	20	1.925
2022	154	21	1.922
2022	154	22	1.919
2022	154	23	1.916
2022	154	24	1.91
2022	154	25	1.905
2022	154	26	1.899
2022	154	27	1.894
2022	154	28	1.887
2022	154	29	1.881
2022	154	30	1.874
2022	154	31	1.868
2022	154	32	1.861
2022	154	33	1.854
2022	154	34	1.847
2022	154	35	1.842
2022	154	36	1.837
2022	154	37	1.832
2022	154	38	1.828
2022	154	39	1.824
2022	154	40	1.821
2022	154	41	1.817
2022	154	42	1.815
2022	154	43	1.813
2022	154	44	1.81
2022	154	45	1.809
2022	154	46	1.808
2022	154	47	1.807
2022	154	48	1.806
2022	155	1	1.805
2022	155	2	1.804
2022	155	3	1.803
2022	155	4	1.802
2022	155	5	1.8
2022	155	6	1.799
2022	155	7	1.798
2022	155	8	1.798
2022	155	9	1.797
2022	155	10	1.796
2022	155	11	1.795
2022	155	12	1.795
2022	155	13	1.794
2022	155	14	1.793
2022	155	15	1.792
2022	155	16	1.791
2022	155	17	1.79
2022	155	18	1.792
2022	155	19	1.79
2022	155	20	1.79
2022	155	21	1.788
2022	155	22	1.787
2022	155	23	1.786
2022	155	24	1.784
2022	155	25	1.783
2022	155	26	1.779
2022	155	27	1.777
2022	155	28	1.775
2022	155	29	1.772
2022	155	30	1.77
2022	155	31	1.767
2022	155	32	1.764
2022	155	33	1.77
2022	155	34	1.779
2022	155	35	1.776
2022	155	36	1.772
2022	155	37	1.768
2022	155	38	1.764
2022	155	39	1.761
2022	155	40	1.759
2022	155	41	1.757
2022	155	42	1.756
2022	155	43	1.755
2022	155	44	1.753
2022	155	45	1.752
2022	155	46	1.752
2022	155	47	1.751
2022	155	48	1.749
2022	156	1	1.748
2022	156	2	1.747
2022	156	3	1.746
2022	156	4	1.746
2022	156	5	1.744
2022	156	6	1.744
2022	156	7	1.743
2022	156	8	1.743
2022	156	9	1.742
2022	156	10	1.741
2022	156	11	1.74
2022	156	12	1.739
2022	156	13	1.738
2022	156	14	1.738
2022	156	15	1.737
2022	156	16	1.735
2022	156	17	1.734
2022	156	18	1.732
2022	156	19	1.73
2022	156	20	1.729
2022	156	21	1.727
2022	156	22	1.726
2022	156	23	1.723
2022	156	24	1.721
2022	156	25	1.719
2022	156	26	1.716
2022	156	27	1.714
2022	156	28	1.712
2022	156	29	1.71
2022	156	30	1.709
2022	156	31	1.708
2022	156	32	1.705
2022	156	33	1.703
2022	156	34	1.699
2022	156	35	1.698
2022	156	36	1.696
2022	156	37	1.693
2022	156	38	1.69
2022	156	39	1.689
2022	156	40	1.688
2022	156	41	1.686
2022	156	42	1.685
2022	156	43	1.684
2022	156	44	1.682
2022	156	45	1.68
2022	156	46	1.679
2022	156	47	1.679
