 Wavelength Refl Tran
2394 0.0750 0.1101 
2395 0.0752 0.1098 
2396 0.0773 0.1084 
2397 0.0747 0.1077 
2398 0.0727 0.1072 
2399 0.0728 0.1064 
2400 0.0738 0.1063 
2401 0.0740 0.1066 
2402 0.0735 0.1033 
2403 0.0724 0.1036 
2404 0.0724 0.1023 
2405 0.0716 0.0996 
2406 0.0699 0.1004 
2407 0.0704 0.0985 
2408 0.0714 0.0974 
2409 0.0693 0.0995 
2410 0.0689 0.0966 
2411 0.0685 0.0959 
2412 0.0690 0.0965 
2413 0.0658 0.0938 
2414 0.0668 0.0957 
2415 0.0655 0.0948 
2416 0.0654 0.0919 
2417 0.0651 0.0910 
2418 0.0672 0.0897 
2419 0.0650 0.0889 
2420 0.0651 0.0885 
2421 0.0664 0.0879 
2422 0.0655 0.0891 
2423 0.0630 0.0872 
2424 0.0630 0.0854 
2425 0.0623 0.0832 
2426 0.0620 0.0819 
2427 0.0610 0.0821 
2428 0.0598 0.0806 
2429 0.0587 0.0777 
2430 0.0581 0.0789 
2431 0.0583 0.0774 
2432 0.0601 0.0803 
2433 0.0600 0.0789 
2434 0.0568 0.0764 
2435 0.0576 0.0748 
2436 0.0603 0.0741 
2437 0.0570 0.0739 
2438 0.0582 0.0730 
2439 0.0568 0.0724 
2440 0.0563 0.0706 
2441 0.0580 0.0685 
2442 0.0583 0.0699 
2443 0.0557 0.0676 
2444 0.0538 0.0649 
2445 0.0522 0.0667 
2446 0.0529 0.0669 
2447 0.0542 0.0656 
2448 0.0509 0.0646 
2449 0.0546 0.0629 
2450 0.0539 0.0624 
2451 0.0526 0.0638 
2452 0.0533 0.0604 
2453 0.0515 0.0563 
2454 0.0490 0.0610 
2455 0.0493 0.0602 
2456 0.0491 0.0585 
2457 0.0485 0.0582 
2458 0.0492 0.0576 
2459 0.0480 0.0575 
2460 0.0482 0.0541 
2461 0.0492 0.0536 
2462 0.0486 0.0541 
2463 0.0502 0.0529 
2464 0.0482 0.0548 
2465 0.0458 0.0537 
2466 0.0429 0.0512 
2467 0.0429 0.0521 
2468 0.0437 0.0489 
2469 0.0435 0.0513 
2470 0.0439 0.0514 
2471 0.0437 0.0490 
2472 0.0442 0.0485 
2473 0.0445 0.0474 
2474 0.0453 0.0436 
2475 0.0423 0.0442 
2476 0.0441 0.0433 
2477 0.0429 0.0467 
2478 0.0407 0.0457 
2479 0.0457 0.0438 
2480 0.0433 0.0413 
2481 0.0429 0.0409 
2482 0.0399 0.0434 
2483 0.0416 0.0439 
2484 0.0463 0.0426 
2485 0.0418 0.0426 
2486 0.0417 0.0422 
2487 0.0405 0.0409 
2488 0.0422 0.0416 
2489 0.0372 0.0368 
2490 0.0382 0.0414 
2491 0.0407 0.0384 
2492 0.0403 0.0401 
2493 0.0418 0.0370 
2494 0.0404 0.0377 
2495 0.0427 0.0395 
2496 0.0406 0.0390 
2497 0.0422 0.0363 
2498 0.0390 0.0369 
2499 0.0393 0.0354 
2500 0.0395 0.0353 
