Datum,n_obs,observed,n_pred,predicted,risingTime,fallingTime,year,station_id,station_name
HOT,1,1.572,NA,NA,NA,NA,2003,8519483,Bergen Point West Reach
HHA,1,1.322,1,1.323078013254849,6,-6,2003,8519483,Bergen Point West Reach
HHS,24,1.0844583333333333,24,1.0138693642229393,5.91666666666667,-6.875,2003,8519483,Bergen Point West Reach
HH,328,0.7911158536585365,328,0.801022639475214,6.04573170731707,-6.75609756097561,2003,8519483,Bergen Point West Reach
LH,352,0.6409517045454546,352,0.6295880827614166,5.80397727272727,-6.23646723646724,2003,8519483,Bergen Point West Reach
MSL,8760,0.0276083333333333,8760,0.02048187740000683,NA,NA,2003,8519483,Bergen Point West Reach
HL,353,-0.6824702549575071,353,-0.6851230976903624,6.28409090909091,-5.92634560906516,2003,8519483,Bergen Point West Reach
LL,330,-0.7523090909090909,330,-0.7589546070714928,6.71515151515151,-5.91515151515152,2003,8519483,Bergen Point West Reach
LLS,21,-0.8766666666666667,21,-0.9422620143666108,6.71428571428571,-5.9047619047619,2003,8519483,Bergen Point West Reach
LLA,1,-0.958,1,-1.2005439548790693,7,-6,2003,8519483,Bergen Point West Reach
LOT,1,-1.589,NA,NA,NA,NA,2003,8519483,Bergen Point West Reach
HOT,1,1.491,NA,NA,NA,NA,2004,8519483,Bergen Point West Reach
HHA,1,1.19,1,1.2374212286100277,6,-7,2004,8519483,Bergen Point West Reach
HHS,24,0.95525,24,0.9877409612988828,5.95833333333333,-6.79166666666667,2004,8519483,Bergen Point West Reach
HH,329,0.8121063829787234,329,0.8139514372930017,6.05471124620061,-6.7355623100304,2004,8519483,Bergen Point West Reach
LH,353,0.6240934844192635,353,0.6137640381263179,5.80453257790368,-6.24362606232295,2004,8519483,Bergen Point West Reach
MSL,8784,0.03534813296903483,8784,0.03109784066225012,NA,NA,2004,8519483,Bergen Point West Reach
HL,354,-0.6565197740112995,354,-0.6584332993782378,6.28248587570621,-5.92937853107345,2004,8519483,Bergen Point West Reach
LL,330,-0.7417242424242424,330,-0.7442440100211312,6.68996960486322,-5.93313069908815,2004,8519483,Bergen Point West Reach
LLS,23,-0.8943043478260869,23,-0.9123536576530152,6.8695652173913,-5.78260869565217,2004,8519483,Bergen Point West Reach
LLA,1,-1.051,1,-1.1129691155535937,7,-6,2004,8519483,Bergen Point West Reach
LOT,1,-1.436,NA,NA,NA,NA,2004,8519483,Bergen Point West Reach
HOT,1,1.527,NA,NA,NA,NA,2005,8519483,Bergen Point West Reach
HHA,1,1.3,1,1.2882865202591591,6,-7,2005,8519483,Bergen Point West Reach
HHS,23,0.9814347826086957,23,1.0484048961159076,6.08695652173913,-6.8695652173913,2005,8519483,Bergen Point West Reach
HH,329,0.8618966565349544,329,0.8609512821586008,6.06382978723404,-6.72644376899696,2005,8519483,Bergen Point West Reach
LH,352,0.6873892045454546,352,0.6788112277681131,5.7977207977208,-6.24147727272727,2005,8519483,Bergen Point West Reach
MSL,8760,0.09298173515981736,8760,0.08941358430404667,NA,NA,2005,8519483,Bergen Point West Reach
HL,353,-0.5889688385269122,353,-0.5901319631401466,6.26062322946176,-5.95750708215297,2005,8519483,Bergen Point West Reach
LL,330,-0.6794606060606061,330,-0.6806519547512989,6.71515151515151,-5.91185410334347,2005,8519483,Bergen Point West Reach
LLS,21,-0.8877619047619048,21,-0.8745757917809378,6.76190476190476,-5.80952380952381,2005,8519483,Bergen Point West Reach
LLA,1,-1.069,1,-1.1076634416004034,7,-6,2005,8519483,Bergen Point West Reach
LOT,1,-1.864,NA,NA,NA,NA,2005,8519483,Bergen Point West Reach
HOT,1,1.653,NA,NA,NA,NA,2006,8519483,Bergen Point West Reach
HHA,1,1.228,1,1.2416446207923098,6,-6,2006,8519483,Bergen Point West Reach
HHS,21,1.1024761904761904,21,1.0352283434346228,6,-6.85714285714286,2006,8519483,Bergen Point West Reach
HH,331,0.8507401812688822,331,0.8535334668092107,6.04229607250755,-6.7190332326284,2006,8519483,Bergen Point West Reach
LH,353,0.6631048158640227,353,0.6477013837613065,5.75,-6.32954545454545,2006,8519483,Bergen Point West Reach
MSL,8760,0.0757173515981736,8760,0.0661485826224389,NA,NA,2006,8519483,Bergen Point West Reach
HL,353,-0.6132322946175638,353,-0.6206260250351139,6.3257790368272,-5.91218130311615,2006,8519483,Bergen Point West Reach
LL,327,-0.7035229357798165,327,-0.7112677472490113,6.71559633027523,-5.8868501529052,2006,8519483,Bergen Point West Reach
LLS,24,-0.8680833333333333,24,-0.8943480192415881,6.91666666666667,-5.75,2006,8519483,Bergen Point West Reach
LLA,1,-1.31,1,-1.192884551856343,7,-6,2006,8519483,Bergen Point West Reach
LOT,1,-1.365,NA,NA,NA,NA,2006,8519483,Bergen Point West Reach
HOT,1,1.682,NA,NA,NA,NA,2007,8519483,Bergen Point West Reach
HHA,1,1.13,1,1.2671226732059633,6,-7,2007,8519483,Bergen Point West Reach
MSL,8088,0.04896871909000987,8760,0.04302282477760502,NA,NA,2007,8519483,Bergen Point West Reach
LOT,1,-1.621,NA,NA,NA,NA,2007,8519483,Bergen Point West Reach
HOT,1,1.608,NA,NA,NA,NA,2008,8519483,Bergen Point West Reach
HHA,1,1.209,1,1.27842163561792,6,-7,2008,8519483,Bergen Point West Reach
MSL,8644,0.06065478944932898,8784,0.05214271670409543,NA,NA,2008,8519483,Bergen Point West Reach
LLS,24,-0.8502083333333333,24,-0.8973716465760421,6.79166666666667,-5.83333333333333,2008,8519483,Bergen Point West Reach
LLA,1,-1.212,1,-1.062395126069287,7,-6,2008,8519483,Bergen Point West Reach
LOT,1,-1.664,NA,NA,NA,NA,2008,8519483,Bergen Point West Reach
HOT,1,1.657,NA,NA,NA,NA,2009,8519483,Bergen Point West Reach
HHA,1,1.253,1,1.2981730388092632,6,-7,2009,8519483,Bergen Point West Reach
MSL,8076,0.1265681030212977,8760,0.11847251832883532,NA,NA,2009,8519483,Bergen Point West Reach
LLA,1,-1.046,1,-1.1490820876980836,7,-6,2009,8519483,Bergen Point West Reach
LOT,1,-1.438,NA,NA,NA,NA,2009,8519483,Bergen Point West Reach
HOT,1,1.575,NA,NA,NA,NA,2010,8519483,Bergen Point West Reach
HHA,1,1.246,1,1.298883952027962,6,-7,2010,8519483,Bergen Point West Reach
MSL,6798,0.13233730508973232,8760,0.1253738897272942,NA,NA,2010,8519483,Bergen Point West Reach
LOT,1,-1.42,NA,NA,NA,NA,2010,8519483,Bergen Point West Reach
HOT,1,2.238,NA,NA,NA,NA,2011,8519483,Bergen Point West Reach
HHA,1,1.481,1,1.4124897952859965,6,-7,2011,8519483,Bergen Point West Reach
HHS,23,1.1249130434782608,23,1.1259154879977329,6,-6.60869565217391,2011,8519483,Bergen Point West Reach
HH,329,0.924386018237082,329,0.9258331188192964,6.02431610942249,-6.66261398176292,2011,8519483,Bergen Point West Reach
LH,352,0.7769488636363636,352,0.7615642110432537,5.82954545454545,-6.32763532763533,2011,8519483,Bergen Point West Reach
MSL,8760,0.13848812785388118,8760,0.13016887565895777,NA,NA,2011,8519483,Bergen Point West Reach
HL,353,-0.5880623229461757,353,-0.5938400070768237,6.39204545454545,-5.91784702549575,2011,8519483,Bergen Point West Reach
LL,327,-0.6563180428134556,327,-0.6630890299169672,6.57492354740061,-5.9388379204893,2011,8519483,Bergen Point West Reach
LLS,24,-0.8096666666666666,24,-0.8227801919796524,6.875,-5.875,2011,8519483,Bergen Point West Reach
LLA,1,-1.254,1,-1.1420418589367454,7,-6,2011,8519483,Bergen Point West Reach
LOT,1,-1.547,NA,NA,NA,NA,2011,8519483,Bergen Point West Reach
HOT,1,3.548,NA,NA,NA,NA,2012,8519483,Bergen Point West Reach
HHA,1,1.631,1,1.3965652066039556,6,-7,2012,8519483,Bergen Point West Reach
HHS,24,1.088666666666667,24,1.0812040418765163,6.04166666666667,-6.625,2012,8519483,Bergen Point West Reach
HH,329,0.9014954407294832,329,0.9023959994647304,6.0273556231003,-6.67781155015198,2012,8519483,Bergen Point West Reach
LH,353,0.7527053824362606,353,0.7418526577680553,5.84702549575071,-6.28895184135977,2012,8519483,Bergen Point West Reach
MSL,8784,0.1129912340619309,8784,0.10386984355269052,NA,NA,2012,8519483,Bergen Point West Reach
HL,354,-0.6152796610169491,354,-0.6222271221996042,6.30790960451977,-5.9406779661017,2012,8519483,Bergen Point West Reach
LL,333,-0.6964354354354354,333,-0.7031529937018459,6.6566265060241,-5.93975903614458,2012,8519483,Bergen Point West Reach
LLS,20,-0.84505,20,-0.910707904773697,6.65,-5.9,2012,8519483,Bergen Point West Reach
LLA,1,-1.353,1,-1.138919680670576,7,-5,2012,8519483,Bergen Point West Reach
LOT,1,-1.549,NA,NA,NA,NA,2012,8519483,Bergen Point West Reach
HOT,1,1.576,NA,NA,NA,NA,2013,8519483,Bergen Point West Reach
HHA,1,1.438,1,1.3634814184235091,6,-7,2013,8519483,Bergen Point West Reach
HHS,23,1.0467826086956522,23,1.07691786464759,5.91304347826087,-6.78260869565217,2013,8519483,Bergen Point West Reach
MSL,8571,0.07699136623497838,8760,0.07929894032495331,NA,NA,2013,8519483,Bergen Point West Reach
LLS,23,-0.875304347826087,23,-0.867224174334968,6.82608695652174,-5.8695652173913,2013,8519483,Bergen Point West Reach
LLA,1,-0.907,1,-1.1188079907434518,7,-6,2013,8519483,Bergen Point West Reach
LOT,1,-1.367,NA,NA,NA,NA,2013,8519483,Bergen Point West Reach
HOT,1,1.573,NA,NA,NA,NA,2014,8519483,Bergen Point West Reach
HHA,1,1.308,1,1.2785878259388677,6,-7,2014,8519483,Bergen Point West Reach
MSL,7542,0.08451113762927602,8760,0.06918103224742535,NA,NA,2014,8519483,Bergen Point West Reach
LLA,1,-1.326,1,-1.2767817381125517,7,-6,2014,8519483,Bergen Point West Reach
LOT,1,-1.492,NA,NA,NA,NA,2014,8519483,Bergen Point West Reach
HOT,1,1.527,NA,NA,NA,NA,2015,8519483,Bergen Point West Reach
HHA,1,1.468,1,1.2498242771461108,6,-7,2015,8519483,Bergen Point West Reach
HHS,22,1.0097272727272728,22,1.016052559922474,6,-6.77272727272727,2015,8519483,Bergen Point West Reach
MSL,8610,0.0447797909407664,8760,0.04346048115466958,NA,NA,2015,8519483,Bergen Point West Reach
LLS,24,-0.8930416666666666,24,-0.9477665336959878,6.75,-5.875,2015,8519483,Bergen Point West Reach
LLA,1,-1.614,1,-1.2904656053480943,7,-6,2015,8519483,Bergen Point West Reach
LOT,1,-1.623,NA,NA,NA,NA,2015,8519483,Bergen Point West Reach
HOT,1,1.705,NA,NA,NA,NA,2016,8519483,Bergen Point West Reach
HHA,1,1.554,1,1.2595749516047094,6,-7,2016,8519483,Bergen Point West Reach
HHS,24,1.0634583333333334,24,1.0836447388952235,5.95833333333333,-6.58333333333333,2016,8519483,Bergen Point West Reach
HH,329,0.8731215805471124,329,0.8772672977872994,6.03647416413374,-6.61702127659574,2016,8519483,Bergen Point West Reach
LH,353,0.7499660056657224,353,0.7387824437630339,5.86402266288952,-6.328611898017,2016,8519483,Bergen Point West Reach
MSL,8784,0.0848156876138434,8784,0.07917280912904678,NA,NA,2016,8519483,Bergen Point West Reach
HL,354,-0.6588813559322034,354,-0.6611678192196921,6.3361581920904,-5.94632768361582,2016,8519483,Bergen Point West Reach
LL,338,-0.743094674556213,338,-0.7499654832421397,6.59643916913947,-5.94955489614243,2016,8519483,Bergen Point West Reach
LLS,15,-0.9467333333333332,15,-0.952599101642819,6.86666666666667,-5.93333333333333,2016,8519483,Bergen Point West Reach
LLA,1,-1.036,1,-1.126640460904123,7,-6,2016,8519483,Bergen Point West Reach
LOT,1,-1.613,NA,NA,NA,NA,2016,8519483,Bergen Point West Reach
HOT,1,1.57,NA,NA,NA,NA,2017,8519483,Bergen Point West Reach
HHA,1,1.396,1,1.3295751373866616,6,-7,2017,8519483,Bergen Point West Reach
HHS,23,1.0249565217391303,23,1.0464239590697126,5.95652173913043,-6.69565217391304,2017,8519483,Bergen Point West Reach
HH,329,0.89979939209726445,329,0.8873004482432985,6.02431610942249,-6.6048632218845,2017,8519483,Bergen Point West Reach
LH,352,0.7611647727272727,352,0.7355734067919368,5.87749287749288,-6.33238636363636,2017,8519483,Bergen Point West Reach
MSL,8760,0.10290559360730596,8760,0.08241750007484205,NA,NA,2017,8519483,Bergen Point West Reach
HL,353,-0.6518781869688385,353,-0.6662915747402238,6.35410764872521,-5.94617563739377,2017,8519483,Bergen Point West Reach
LL,328,-0.7086524390243902,328,-0.7293005600734837,6.58231707317073,-5.95107033639144,2017,8519483,Bergen Point West Reach
LLS,23,-0.8766521739130435,23,-0.926883157333624,6.73913043478261,-5.95652173913043,2017,8519483,Bergen Point West Reach
LLA,1,-1.342,1,-1.1752067619952682,6,-6,2017,8519483,Bergen Point West Reach
LOT,1,-1.558,NA,NA,NA,NA,2017,8519483,Bergen Point West Reach
HOT,1,1.853,NA,NA,NA,NA,2018,8519483,Bergen Point West Reach
HHA,1,1.401,1,1.333297748924798,6,-7,2018,8519483,Bergen Point West Reach
HHS,24,1.0629166666666667,24,1.0948276077098618,5.95833333333333,-6.875,2018,8519483,Bergen Point West Reach
HH,328,0.9163414634146342,328,0.9113137243593102,6.02743902439024,-6.6219512195122,2018,8519483,Bergen Point West Reach
LH,353,0.7631869688385269,353,0.7503409051571192,5.86647727272727,-6.3125,2018,8519483,Bergen Point West Reach
MSL,8760,0.1214006849315069,8760,0.1112539463698594,NA,NA,2018,8519483,Bergen Point West Reach
HL,353,-0.6167110481586402,353,-0.6213108407073882,6.35410764872521,-5.93484419263456,2018,8519483,Bergen Point West Reach
LL,328,-0.6816280487804878,328,-0.6930803734406022,6.58841463414634,-5.95426829268293,2018,8519483,Bergen Point West Reach
LLS,23,-0.8218260869565217,23,-0.8678385998425797,6.73913043478261,-5.95652173913043,2018,8519483,Bergen Point West Reach
LLA,1,-1.382,1,-1.1591712908322047,7,-6,2018,8519483,Bergen Point West Reach
LOT,1,-1.87,NA,NA,NA,NA,2018,8519483,Bergen Point West Reach
HOT,1,1.553,NA,NA,NA,NA,2019,8519483,Bergen Point West Reach
HHA,1,1.216,1,1.329516024122473,6,-7,2019,8519483,Bergen Point West Reach
HHS,23,1.1085217391304347,23,1.1089928804474878,6,-6.69565217391304,2019,8519483,Bergen Point West Reach
HH,329,0.9404772036474164,329,0.9441316868334814,6.03647416413374,-6.69908814589666,2019,8519483,Bergen Point West Reach
LH,352,0.7767357954545454,352,0.7664984804877463,5.83806818181818,-6.26704545454546,2019,8519483,Bergen Point West Reach
MSL,8760,0.15140856164383573,8760,0.144300127293778,NA,NA,2019,8519483,Bergen Point West Reach
HL,353,-0.5792974504249292,353,-0.5827324956584411,6.36543909348442,-5.91784702549575,2019,8519483,Bergen Point West Reach
LL,328,-0.6456768292682927,328,-0.6552514625171444,6.59633027522936,-5.95718654434251,2019,8519483,Bergen Point West Reach
LLS,24,-0.806625,24,-0.8407779741271444,6.70833333333333,-5.91666666666667,2019,8519483,Bergen Point West Reach
LLA,1,-1.149,1,-1.1666487856170236,6,-6,2019,8519483,Bergen Point West Reach
LOT,1,-1.692,NA,NA,NA,NA,2019,8519483,Bergen Point West Reach
HOT,1,1.596,NA,NA,NA,NA,2020,8519483,Bergen Point West Reach
HHA,1,1.481,1,1.2844750299873102,6,-6,2020,8519483,Bergen Point West Reach
HHS,22,1.1201818181818182,22,1.1202299350063971,5.95454545454545,-6.72727272727273,2020,8519483,Bergen Point West Reach
HH,331,0.9038700906344412,331,0.914921423095084,6.04531722054381,-6.68277945619335,2020,8519483,Bergen Point West Reach
LH,353,0.7585609065155807,353,0.753963639977996,5.87215909090909,-6.24645892351275,2020,8519483,Bergen Point West Reach
MSL,8784,0.13078745446265944,8784,0.13225227997826178,NA,NA,2020,8519483,Bergen Point West Reach
HL,354,-0.587912429378531,354,-0.5797548285215616,6.30225988700565,-5.93502824858757,2020,8519483,Bergen Point West Reach
LL,330,-0.6601090909090909,330,-0.6679429805879196,6.62424242424242,-5.98480243161094,2020,8519483,Bergen Point West Reach
LLS,22,-0.8850454545454546,22,-0.8514907435146909,6.72727272727273,-5.86363636363636,2020,8519483,Bergen Point West Reach
LLA,1,-1.098,1,-1.0692821826165182,6,-6,2020,8519483,Bergen Point West Reach
LOT,1,-1.45,NA,NA,NA,NA,2020,8519483,Bergen Point West Reach
HOT,1,1.602,NA,NA,NA,NA,2021,8519483,Bergen Point West Reach
HHA,1,1.373,1,1.2933823813522225,6,-7,2021,8519483,Bergen Point West Reach
HHS,21,1.0797142857142856,21,1.0845930248208215,5.95238095238095,-6.80952380952381,2021,8519483,Bergen Point West Reach
HH,331,0.9040634441087612,331,0.9072186273246065,6.05740181268882,-6.70996978851964,2021,8519483,Bergen Point West Reach
LH,353,0.7306033994334278,353,0.7243589864877469,5.84943181818182,-6.22443181818182,2021,8519483,Bergen Point West Reach
MSL,8760,0.1250117579908676,8760,0.12158154140134551,NA,NA,2021,8519483,Bergen Point West Reach
HL,353,-0.5866062322946176,353,-0.588351526559228,6.28045325779037,-5.96033994334278,2021,8519483,Bergen Point West Reach
LL,328,-0.6569817073170732,328,-0.6600804132672613,6.65243902439024,-5.94512195121951,2021,8519483,Bergen Point West Reach
LLS,23,-0.8459565217391304,23,-0.8596122612023328,6.82608695652174,-5.8695652173913,2021,8519483,Bergen Point West Reach
LLA,1,-1.065,1,-1.1064039725987,6,-6,2021,8519483,Bergen Point West Reach
LOT,1,-1.715,NA,NA,NA,NA,2021,8519483,Bergen Point West Reach
HOT,1,1.899,NA,NA,NA,NA,2022,8519483,Bergen Point West Reach
HHA,1,1.401,1,1.3316153396870385,6,-7,2022,8519483,Bergen Point West Reach
HHS,22,1.0545909090909091,22,1.0677120347051263,6.09090909090909,-6.68181818181818,2022,8519483,Bergen Point West Reach
HH,330,0.8826757575757576,330,0.8963567794967432,6.03333333333333,-6.74848484848485,2022,8519483,Bergen Point West Reach
LH,352,0.7031136363636363,352,0.70373751966018006,5.78125,-6.27920227920228,2022,8519483,Bergen Point West Reach
MSL,8760,0.1061784246575342,8760,0.10979937276864608,NA,NA,2022,8519483,Bergen Point West Reach
HL,353,-0.5951189801699717,353,-0.5897090694756858,6.28409090909091,-5.90651558073654,2022,8519483,Bergen Point West Reach
LL,329,-0.6718206686930092,329,-0.6684720595543598,6.74164133738602,-5.91793313069909,2022,8519483,Bergen Point West Reach
LLS,22,-0.9250909090909092,22,-0.9108001822379764,6.72727272727273,-5.81818181818182,2022,8519483,Bergen Point West Reach
LLA,1,-0.952,1,-1.1272278052015774,7,-6,2022,8519483,Bergen Point West Reach
LOT,1,-1.419,NA,NA,NA,NA,2022,8519483,Bergen Point West Reach
HOT,1,1.56,NA,NA,NA,NA,2023,8519483,Bergen Point West Reach
HHA,1,1.355,1,1.3364940017375977,6,-7,2023,8519483,Bergen Point West Reach
HHS,22,1.1128636363636364,22,1.1382967474793333,6.09090909090909,-6.72727272727273,2023,8519483,Bergen Point West Reach
HH,330,0.9765090909090908,330,0.9800613336548124,6.04545454545455,-6.72727272727273,2023,8519483,Bergen Point West Reach
LH,352,0.7807159090909092,352,0.7743503876960678,5.81534090909091,-6.24715909090909,2023,8519483,Bergen Point West Reach
MSL,8760,0.20211347031963472,8760,0.1976808380396669,NA,NA,2023,8519483,Bergen Point West Reach
HL,353,-0.491,353,-0.4886323291474296,6.27762039660057,-5.92634560906516,2023,8519483,Bergen Point West Reach
LL,330,-0.5738818181818182,330,-0.5741202340565865,6.69604863221884,-5.94528875379939,2023,8519483,Bergen Point West Reach
LLS,22,-0.7403636363636363,22,-0.7751715299633436,6.72727272727273,-5.81818181818182,2023,8519483,Bergen Point West Reach
LLA,1,-1.022,1,-1.0792125112902282,7,-6,2023,8519483,Bergen Point West Reach
LOT,1,-1.444,NA,NA,NA,NA,2023,8519483,Bergen Point West Reach
HOT,1,1.634,NA,NA,NA,NA,1980,8531680,Sandy Hook
HHA,1,1.04,1,1.0551000182726151,6,-6,1980,8531680,Sandy Hook
MSL,7325,-0.06679904436860142,8784,-0.06969363786431056,NA,NA,1980,8531680,Sandy Hook
LLA,1,-1.353,1,-1.2565843966361772,7,-6,1980,8531680,Sandy Hook
LOT,1,-1.758,NA,NA,NA,NA,1980,8531680,Sandy Hook
HOT,1,1.29,NA,NA,NA,NA,1982,8531680,Sandy Hook
HHA,1,1.18,1,1.1618246723187124,7,-6,1982,8531680,Sandy Hook
HHS,24,0.84175,24,0.8939031757024504,6.08333333333333,-6.5,1982,8531680,Sandy Hook
HH,328,0.7081798780487805,328,0.7036579512352226,6.1890243902439,-6.52743902439024,1982,8531680,Sandy Hook
LH,352,0.537971590909091,352,0.5298818610198947,5.98005698005698,-6.15625,1982,8531680,Sandy Hook
MSL,8760,-0.06994018264840313,8760,-0.07377386931028491,NA,NA,1982,8531680,Sandy Hook
HL,353,-0.7448640226628895,353,-0.7458263402372476,6.23512747875354,-6.10481586402266,1982,8531680,Sandy Hook
LL,329,-0.8086231003039513,329,-0.809263570168723,6.44984802431611,-6.06079027355623,1982,8531680,Sandy Hook
LLS,22,-1.0239545454545451,22,-1.02279811522139,6.40909090909091,-6.04761904761905,1982,8531680,Sandy Hook
LLA,1,-1.106,1,-1.185735211193854,6,-6,1982,8531680,Sandy Hook
LOT,1,-1.673,NA,NA,NA,NA,1982,8531680,Sandy Hook
HOT,1,1.433,NA,NA,NA,NA,1983,8531680,Sandy Hook
HHA,1,1.174,1,1.1421634875325115,6,-7,1983,8531680,Sandy Hook
MSL,8380,0.02768114558472567,8760,0.02248268412673392,NA,NA,1983,8531680,Sandy Hook
LLA,1,-0.938,1,-1.0956935297204982,6,-6,1983,8531680,Sandy Hook
LOT,1,-1.444,NA,NA,NA,NA,1983,8531680,Sandy Hook
HOT,1,1.86,NA,NA,NA,NA,1984,8531680,Sandy Hook
HHA,1,1.089,1,1.1775228731904022,6,-7,1984,8531680,Sandy Hook
HHS,23,0.9685652173913044,23,0.9588101150945348,6.04347826086957,-6.65217391304348,1984,8531680,Sandy Hook
HH,330,0.7585272727272727,330,0.7573363463514236,6.2030303030303,-6.53939393939394,1984,8531680,Sandy Hook
LH,353,0.592728045325779,353,0.5788643705827323,5.93484419263456,-6.16193181818182,1984,8531680,Sandy Hook
MSL,8784,1.4742714025523093e-4,8784,-0.00739861577459953,NA,NA,1984,8531680,Sandy Hook
HL,354,-0.6658502824858757,354,-0.6662054441285994,6.25495750708215,-6.03672316384181,1984,8531680,Sandy Hook
LL,329,-0.7277993920972644,329,-0.735853571398057,6.44984802431611,-6.10334346504559,1984,8531680,Sandy Hook
LLS,23,-0.9170869565217392,23,-0.904234596758979,6.56521739130435,-5.91304347826087,1984,8531680,Sandy Hook
LLA,1,-0.993,1,-1.163840342194212,6,-6,1984,8531680,Sandy Hook
LOT,1,-1.429,NA,NA,NA,NA,1984,8531680,Sandy Hook
HOT,1,1.82,NA,NA,NA,NA,1985,8531680,Sandy Hook
HHA,1,1.128,1,1.1826174564692005,6,-7,1985,8531680,Sandy Hook
HHS,21,0.919095238095238,21,0.8988705071847803,6.0952380952381,-6.52380952380952,1985,8531680,Sandy Hook
HH,331,0.7140151057401812,331,0.7106158900470416,6.17824773413897,-6.53776435045317,1985,8531680,Sandy Hook
LH,352,0.5456988636363637,352,0.5282668537089026,5.98011363636364,-6.14772727272727,1985,8531680,Sandy Hook
MSL,8760,-0.03966506849315074,8760,-0.05101347661015518,NA,NA,1985,8531680,Sandy Hook
HL,353,-0.6917365439093485,353,-0.6964457366138758,6.19830028328612,-6.11614730878187,1985,8531680,Sandy Hook
LL,330,-0.7606,330,-0.776256267453955,6.48936170212766,-6.04255319148936,1985,8531680,Sandy Hook
LLS,22,-0.9877727272727272,22,-0.9794488914614788,6.45454545454545,-5.95454545454545,1985,8531680,Sandy Hook
LLA,1,-1.2,1,-1.2251985248295305,7,-6,1985,8531680,Sandy Hook
LOT,1,-1.679,NA,NA,NA,NA,1985,8531680,Sandy Hook
HOT,1,1.564,NA,NA,NA,NA,1986,8531680,Sandy Hook
HHA,1,1.131,1,1.1743785021136763,6,-7,1986,8531680,Sandy Hook
HHS,24,0.9632916666666668,24,0.931567941703554,6.16666666666667,-6.5,1986,8531680,Sandy Hook
HH,328,0.7344085365853659,328,0.7339730994755637,6.22865853658537,-6.53658536585366,1986,8531680,Sandy Hook
LH,352,0.5455511363636364,352,0.5318907955579046,6.002849002849,-6.07954545454545,1986,8531680,Sandy Hook
MSL,8760,-0.02164509132420125,8760,-0.02911061041728609,NA,NA,1986,8531680,Sandy Hook
HL,353,-0.6793257790368272,353,-0.6797495367428149,6.11614730878187,-6.15014164305949,1986,8531680,Sandy Hook
LL,331,-0.732429003021148,331,-0.7405991286993587,6.50755287009063,-6.0785498489426,1986,8531680,Sandy Hook
LLS,20,-0.95095,20,-0.9666090219179516,6.4,-6.05,1986,8531680,Sandy Hook
LOT,1,-1.658,NA,NA,NA,NA,1986,8531680,Sandy Hook
HOT,1,1.832,NA,NA,NA,NA,1987,8531680,Sandy Hook
HHA,1,1.256,1,1.152525510700458,6,-7,1987,8531680,Sandy Hook
HHS,22,0.891090909090909,22,0.9204337031880656,6.18181818181818,-6.59090909090909,1987,8531680,Sandy Hook
HH,330,0.7592454545454546,330,0.7550829310199509,6.24242424242424,-6.52727272727273,1987,8531680,Sandy Hook
LH,353,0.5555835694050991,353,0.5466860910903271,5.98011363636364,-6.09090909090909,1987,8531680,Sandy Hook
MSL,8760,-1.5981735159773232e-4,8760,-0.00704571338440205,NA,NA,1987,8531680,Sandy Hook
HL,353,-0.6511161473087819,353,-0.6521709083218951,6.15297450424929,-6.13314447592068,1987,8531680,Sandy Hook
LL,327,-0.709743119266055,327,-0.7137171759948459,6.47094801223242,-6.09785932721713,1987,8531680,Sandy Hook
LLA,1,-0.737,1,-1.087455993844521,6,-6,1987,8531680,Sandy Hook
LLS,24,-0.857125,24,-0.8952164467499129,6.5,-5.91666666666667,1987,8531680,Sandy Hook
LOT,1,-1.338,NA,NA,NA,NA,1987,8531680,Sandy Hook
HOT,1,1.326,NA,NA,NA,NA,1988,8531680,Sandy Hook
HHA,1,1.082,1,1.1357186566403097,6,-7,1988,8531680,Sandy Hook
HHS,24,0.8779166666666667,24,0.8956095553324478,6.20833333333333,-6.54166666666667,1988,8531680,Sandy Hook
HH,329,0.6964741641337386,329,0.6992433474215838,6.19452887537994,-6.56838905775076,1988,8531680,Sandy Hook
LH,353,0.5095835694050992,353,0.5074625301080021,5.93201133144476,-6.14204545454545,1988,8531680,Sandy Hook
MSL,8784,-0.05744091530054674,8784,-0.05728124688978017,NA,NA,1988,8531680,Sandy Hook
HL,354,-0.7147768361581921,354,-0.7071720149898855,6.22598870056497,-6.09039548022599,1988,8531680,Sandy Hook
LL,328,-0.7765091463414634,328,-0.7709125472342099,6.47706422018349,-6.04573170731707,1988,8531680,Sandy Hook
LLS,24,-0.901625,24,-0.9452693418561636,6.625,-5.91666666666667,1988,8531680,Sandy Hook
LLA,1,-0.975,1,-1.1565548382341906,6,-6,1988,8531680,Sandy Hook
LOT,1,-1.405,NA,NA,NA,NA,1988,8531680,Sandy Hook
HOT,1,1.506,NA,NA,NA,NA,1989,8531680,Sandy Hook
HHA,1,1.15,1,1.1428744412856733,7,-6,1989,8531680,Sandy Hook
HHS,24,0.8865,24,0.9076522604267264,6,-6.66666666666667,1989,8531680,Sandy Hook
HH,328,0.7137896341463414,328,0.7054816657197358,6.19207317073171,-6.5640243902439,1989,8531680,Sandy Hook
LH,352,0.5213693181818182,352,0.5109233592326862,5.91761363636364,-6.17045454545455,1989,8531680,Sandy Hook
MSL,8760,-0.0470794520547956,8760,-0.05615630823193658,NA,NA,1989,8531680,Sandy Hook
