X20070515_HH	X20070515_HV	X20070527_HH	X20070527_HV	X20070630_HH	X20070630_HV	X20070815_HH	X20070815_HV	X20070827_HH	X20070827_HV	X20080517_HH	X20080517_HV	X20080817_HH	X20080817_HV	X20081002_HH	X20081002_HV	X20090717_HH	X20090717_HV	X20090820_HH	X20090820_HV	X20090901_HH	X20090901_HV	X20100523_HH	X20100523_HV	X20100604_HH	X20100604_HV	X20100708_HH	X20100708_HV	X20100823_HH	X20100823_HV	X20100904_HH	X20100904_HV	X20100921_HH	X20100921_HV	X20101008_HH	X20101008_HV	X20101106_HH	X20101106_HV	X20101123_HH	X20101123_HV	X20101205_HH	X20101205_HV
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	0	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA
NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	0	0	0.21202564612031	0.0688191149383783	NA	NA	0.349548103080855	0.0395757839497593	NA	NA	0	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.153004126623273	0.031032498460263	NA	NA	0.12819547764957	0.0293600123841316	0.159462413854069	0.0268725278890795	NA	NA	0.18340989202261	0.0413879845291376	0.143261319824627	0.039554844477347	0.327580120828417	0.0413358103897837	NA	NA	0.345855863764882	0.0671246205456555	NA	NA	0.307885012456349	0.0679844979728971	NA	NA	0.339556615799665	0.0883988765999675	0.288085784763098	0.0902675753459334	NA	NA	NA	NA	0.256810557097197	0.0893524624407291	NA	NA	0.142339089885354	0.0195818395586684	NA	NA
NA	NA	0.174346299842	0.0432988677639514	NA	NA	NA	NA	0.190310150384903	0.0315194523427635	NA	NA	NA	NA	NA	NA	0.181220674089023	0.0400800883237805	NA	NA	0.155828019604087	0.0524107448291034	NA	NA	0.124133790843189	0.0351281680632383	NA	NA	NA	NA	0.201468765735626	0.0517415767535567	0.145495847798884	0.0583452451974154	NA	NA	0.133975711651146	0.0264646334107965	NA	NA	0.0831347797065973	0.0223026152234524
NA	NA	0.289920392963621	0.0627253101103836	NA	NA	NA	NA	0.206636915604273	0.0362237346255117	NA	NA	NA	NA	NA	NA	0.236805849605136	0.0524745612508721	NA	NA	0.216563289364179	0.0865323659446504	NA	NA	0.343739926815033	0.069063538685441	NA	NA	NA	NA	0.325602389872074	0.0820504762232304	0.250789359211922	0.0744492234662175	NA	NA	0.146286349743605	0.0356458178721368	NA	NA	0.15594779048115	0.0244897371158004
NA	NA	0.134014310315251	0.0326047919224948	NA	NA	NA	NA	0.0739238046937519	0.0162920557583372	NA	NA	NA	NA	NA	NA	0.161749310791492	0.0341450890991837	NA	NA	0.15904294513166	0.0394790819846094	NA	NA	0.202864155173302	0.0400845147669315	NA	NA	NA	NA	0.201117610558867	0.0472183565143496	0.158967933617532	0.0473124072887003	NA	NA	0.123869418166578	0.0213809651322663	NA	NA	0.0660558071519647	0.0140878635325602
NA	NA	0.133663721382618	0.0378355944994837	NA	NA	NA	NA	0.115598540339205	0.0336051252153185	NA	NA	NA	NA	NA	NA	0.130380922928452	0.0443537561222911	NA	NA	0.148326098918915	0.0450713485479355	NA	NA	0.132187597453594	0.0433296472765505	NA	NA	NA	NA	0.170671571046114	0.0408285902813077	0.196465050801635	0.0541305490769446	NA	NA	0.161323432411466	0.0151675741321274	NA	NA	0.145832467292036	0.0168014341699226
NA	NA	0.103939134627581	0.0478299600072205	NA	NA	NA	NA	0.118247114121914	0.0443960074335337	NA	NA	NA	NA	NA	NA	0.137027171440423	0.0527402139268816	NA	NA	0.13023978844285	0.0546575309708714	NA	NA	0	0	NA	NA	NA	NA	0	0	0.187351007945836	0.0505325910635293	NA	NA	0.163101884536445	0.0339652239345014	NA	NA	0	0
0.253539005915324	0.104501814477974	NA	NA	0.282203557235854	0.104047680539744	0.262748388573527	0.0541095877997577	NA	NA	0.242286306805909	0.0656890205573291	0.268186757341027	0.074247554410249	0.190931562334299	0.0954755595885217	NA	NA	0.220470382107629	0.0824077381855912	NA	NA	0.241379795596004	0.0647230339236557	NA	NA	0.37603360414505	0.109084880777768	0.211306840181351	0.114542904709067	NA	NA	NA	NA	0.245804946337427	0.113753694508757	NA	NA	0.0937056569382548	0.0287358227651566	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.253885643556714	0.0442915479652584	NA	NA	0.184826388127274	0.0340489761696921	0.179748009890318	0.0423245180863887	NA	NA	0.288035148754716	0.0512673773337156	0.127039047578971	0.0428471507297622	0.174142859876156	0.0394935754593462	NA	NA	0.21871137432754	0.0425425642170012	NA	NA	0.185821983963251	0.049067210406065	NA	NA	0.295288167893887	0.0639695017598569	0.355703526073032	0.062628161162138	NA	NA	0	0	0.273835746571422	0.0657416875474155	0	0	0.176239823301633	0.0373170508278741	NA	NA
NA	NA	0.282143803313375	0.0480338060297072	NA	NA	NA	NA	0.199739312753081	0.0374662952963263	NA	NA	NA	NA	NA	NA	0.233036650344729	0.0557500547729433	NA	NA	0.172509746626019	0.0384412093553692	NA	NA	0.134501379914582	0.0416235183365643	NA	NA	NA	NA	0.237138788614954	0.052359969488212	0.242547668516636	0.0563312349840999	NA	NA	0.210568178977285	0.0277350204331534	NA	NA	0.257264420390129	0.0392223780509084
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	0	0	NA	NA	0.257960150639216	0.0625775564048025	0	0	0.173018730112485	0.035406299999782	0	0	NA	NA
0.202331887824195	0.0341237852615969	NA	NA	0.125270276330411	0.0416997782886028	0.126647622324526	0.0348357623443007	NA	NA	0.170913680323533	0.0306999531707593	0	0	0	0	NA	NA	0	0	NA	NA	0.179191118106246	0.0281431046314538	NA	NA	0.186386383242077	0.0468896213505003	0.244699848815799	0.0484076123684645	NA	NA	0.191677004098892	0.0633278666064143	0.302052579820156	0.0404757284559309	0.209101493470371	0.0347065899986774	0.195051915943623	0.0251518237637356	NA	NA
0.160965747199953	0.0515835415571928	NA	NA	0.142097558826208	0.0314627019688487	0.153092985972762	0.0374557359609753	NA	NA	0.249304559081793	0.0441142697818577	0.199181560013029	0.0398836286945475	0.226222716271877	0.0369038365315646	NA	NA	0.25100982747972	0.0480351275764406	NA	NA	0.191205117851496	0.0396435810253024	NA	NA	0.241927268249648	0.068812726863793	0.196612862604005	0.0626974361283439	NA	NA	NA	NA	0.181074148975313	0.0506205759011209	NA	NA	0.145153811201453	0.031194650568068	NA	NA
0.253851011395454	0.0598909598775208	NA	NA	0.246634118258953	0.055868873372674	0.188367074355483	0.0421816841699183	NA	NA	0.141864565201104	0.0541314324364066	0.196381925472191	0.0495776550046035	0.148646391928196	0.0561555582098663	NA	NA	0.174471357039043	0.0553738304546901	NA	NA	0.23037039116025	0.0829932121559978	NA	NA	0.2858223952353	0.0708622913807631	0.160385900177062	0.0413757478818297	NA	NA	NA	NA	0.2425781134516	0.101375405676663	NA	NA	0.210479878953525	0.0348800492605993	NA	NA
0.153127016765731	0.0223662188010556	NA	NA	0.106970973312855	0.0212522675283253	0.0748345483508375	0.0174002443543739	NA	NA	0.0980327324941754	0.024541407590732	0.0709712971001863	0.0201563449809328	0.110357705089781	0.0233933731085724	NA	NA	0.113281126134098	0.0218807086348534	NA	NA	0.104068366544587	0.0261504761874676	NA	NA	0.185555461794138	0.0542293698526919	0.119147871620953	0.0428309170529246	NA	NA	0.190423035994172	0.0417663955595344	0.136186573654413	0.0453093354590237	0.114221468567848	0.0245139298494905	0.0786299291066825	0.0232468484900892	NA	NA
0.237259961664677	0.0327234871219844	NA	NA	0.161780023016036	0.0280706427292898	0.170905070379376	0.029407270019874	NA	NA	0.170648751780391	0.0217688272241503	0.138178124092519	0.0278397197835147	0.18355000205338	0.0338543031830341	NA	NA	0.148018233478069	0.027150972513482	NA	NA	0.169266511287008	0.0439223543341671	NA	NA	0.182924306020141	0.0321676733437926	0.197220232337713	0.0436369981616735	NA	NA	NA	NA	0.135930216871202	0.0455312975682318	NA	NA	0.135029864098345	0.0290777140430042	NA	NA
0	0	NA	NA	0	0	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	0	0	NA	NA	0.109612328931689	0.0281176415737718	0	0	0.08562594326213	0.0185554975178093	0	0	NA	NA
NA	NA	0.21127978215615	0.0551254182226128	NA	NA	NA	NA	0.150865957140923	0.0328818464186043	NA	NA	NA	NA	NA	NA	0.138444342546993	0.0428751214510865	NA	NA	0.139789251817597	0.0464683841500017	NA	NA	0.205122824758291	0.0427066315896809	NA	NA	NA	NA	0.188413173891604	0.0512435953132808	0	0	NA	NA	0	0	NA	NA	0.121197949163616	0.0240264385938644
0	0	NA	NA	0	0	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	0	0	0.127551048062742	0.0569411809556186	NA	NA	0.0921702161431313	0.0192371499724686	NA	NA	0	0
NA	NA	0.183244556188583	0.0825079501503044	NA	NA	NA	NA	0.167407312563487	0.060900012829474	NA	NA	NA	NA	NA	NA	0.166959845357471	0.0338272425449557	NA	NA	0.176559560000896	0.0390850831754506	NA	NA	0.131913271732628	0.0356661970727146	NA	NA	NA	NA	0.16802637775739	0.0449659811953704	0.148562411112445	0.0423849751906736	NA	NA	0.15469370316714	0.0250750239938498	NA	NA	0.100171504749192	0.016864775473045
NA	NA	0.325355164706707	0.0868696561083198	NA	NA	NA	NA	0.314857933670282	0.0887212390080094	NA	NA	NA	NA	NA	NA	0.164682509377599	0.0759068275801837	NA	NA	0.199405955150723	0.103597216308117	NA	NA	0.290208779275417	0.0447987476363778	NA	NA	NA	NA	0.26679365336895	0.0580315454863012	0.259994702413678	0.0684287245385349	NA	NA	0.119503306845824	0.0253302586368389	NA	NA	0.127468287944794	0.020137437308828
NA	NA	0.163731060094304	0.0464565104080571	NA	NA	NA	NA	0.162787741848401	0.0503713696130684	NA	NA	NA	NA	NA	NA	0.0669644549489021	0.0190672881435603	NA	NA	0.127785377204418	0.0303157009184361	NA	NA	0	0	NA	NA	NA	NA	0	0	0.104339861444065	0.0287917695407357	NA	NA	0.141895628637738	0.0255520418286324	NA	NA	0	0
0.275014566257596	0.11572381388396	NA	NA	0.288280526176095	0.0618293625302613	0.234585641158952	0.0422968438102139	NA	NA	0.297921970486641	0.0586966068616935	0.362591367628839	0.103047326207161	0.298579323622916	0.0708909266524845	NA	NA	0.251173719763756	0.0805720156058669	NA	NA	0.19607799500227	0.0396898132748902	NA	NA	0.241467503830791	0.118406478315592	0.340544003579352	0.0917509670058886	NA	NA	0.439812626689672	0.0874123945832253	0.333515308797359	0.0804636245593429	0.179553162306547	0.0674823625013232	0.244920021957821	0.0524326840208636	NA	NA
0.329778039029666	0.0730773359537125	NA	NA	0.20816401711532	0.0667041321950299	0.225121872499585	0.0625539114698768	NA	NA	0.30511587113142	0.0530064734630287	0.286605075001717	0.0794594649757658	0.29042549058795	0.0751437763683498	NA	NA	0.247744864887661	0.0888297789626651	NA	NA	0.161061234772205	0.0411757689435035	NA	NA	0.264005983248353	0.0720540247857571	0.355955647304654	0.0973886959254742	NA	NA	0.247487228777674	0.0656642615795135	0.27462687715888	0.0941347628831863	0.217143874615431	0.0461736430879682	0.318492259830236	0.0706423711962998	NA	NA
0.163495178733553	0.0399032043559211	NA	NA	0.172545632081372	0.0310509760997125	0.11327457241714	0.0181380168069154	NA	NA	0.159664613859994	0.0321806860821588	0.120504930615425	0.0140302025247365	0.180363087190522	0.0350602242267794	NA	NA	0.152233791848024	0.0423798805309667	NA	NA	0.0991663676169184	0.0243533800045649	NA	NA	0.135909569449723	0.0406022744718939	0.188920142129064	0.0457055228762329	NA	NA	NA	NA	0.166692350059748	0.048390349606052	NA	NA	0.134002267383039	0.038487522630021	NA	NA
0.177061745098659	0.0294261135693107	NA	NA	0.148510746657848	0.0558169530704618	0.187716597691178	0.0475524789653718	NA	NA	0.180469812825322	0.0515587399713695	0.139710360206664	0.0444647199474275	0.144059772603214	0.0406795903109014	NA	NA	0.175724726584223	0.0322296267582311	NA	NA	0.226374041289091	0.0319286710582674	NA	NA	0.251622503623366	0.0698130312375724	0.24631835706532	0.0439821151085198	NA	NA	NA	NA	0.339730575680733	0.0735389618203044	NA	NA	0.192508403211832	0.0358957175631076	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
