 Wavelength Refl Tran
2381 0.0767 0.1812 
2382 0.0772 0.1800 
2383 0.0750 0.1796 
2384 0.0750 0.1803 
2385 0.0760 0.1785 
2386 0.0744 0.1774 
2387 0.0739 0.1763 
2388 0.0741 0.1733 
2389 0.0743 0.1733 
2390 0.0739 0.1726 
2391 0.0741 0.1726 
2392 0.0725 0.1713 
2393 0.0721 0.1681 
2394 0.0711 0.1678 
2395 0.0707 0.1677 
2396 0.0715 0.1661 
2397 0.0687 0.1652 
2398 0.0705 0.1645 
2399 0.0692 0.1653 
2400 0.0710 0.1616 
2401 0.0686 0.1604 
2402 0.0674 0.1602 
2403 0.0672 0.1605 
2404 0.0681 0.1582 
2405 0.0672 0.1558 
2406 0.0667 0.1557 
2407 0.0653 0.1548 
2408 0.0645 0.1556 
2409 0.0638 0.1548 
2410 0.0640 0.1512 
2411 0.0632 0.1514 
2412 0.0630 0.1504 
2413 0.0624 0.1477 
2414 0.0594 0.1472 
2415 0.0607 0.1488 
2416 0.0634 0.1466 
2417 0.0642 0.1429 
2418 0.0619 0.1439 
2419 0.0602 0.1424 
2420 0.0608 0.1402 
2421 0.0588 0.1407 
2422 0.0595 0.1392 
2423 0.0604 0.1392 
2424 0.0566 0.1371 
2425 0.0568 0.1345 
2426 0.0571 0.1347 
2427 0.0583 0.1343 
2428 0.0539 0.1335 
2429 0.0578 0.1301 
2430 0.0583 0.1288 
2431 0.0548 0.1276 
2432 0.0565 0.1278 
2433 0.0544 0.1248 
2434 0.0536 0.1238 
2435 0.0528 0.1230 
2436 0.0520 0.1218 
2437 0.0553 0.1231 
2438 0.0533 0.1224 
2439 0.0525 0.1225 
2440 0.0513 0.1216 
2441 0.0532 0.1195 
2442 0.0531 0.1171 
2443 0.0481 0.1156 
2444 0.0504 0.1145 
2445 0.0504 0.1146 
2446 0.0484 0.1139 
2447 0.0492 0.1118 
2448 0.0475 0.1111 
2449 0.0480 0.1094 
2450 0.0514 0.1065 
2451 0.0506 0.1075 
2452 0.0499 0.1049 
2453 0.0460 0.1037 
2454 0.0479 0.1039 
2455 0.0482 0.1054 
2456 0.0458 0.1029 
2457 0.0469 0.0994 
2458 0.0473 0.1018 
2459 0.0452 0.0998 
2460 0.0465 0.0977 
2461 0.0450 0.0980 
2462 0.0435 0.0965 
2463 0.0462 0.0976 
2464 0.0454 0.0950 
2465 0.0444 0.0968 
2466 0.0444 0.0938 
2467 0.0441 0.0939 
2468 0.0454 0.0893 
2469 0.0430 0.0920 
2470 0.0436 0.0881 
2471 0.0396 0.0859 
2472 0.0376 0.0879 
2473 0.0403 0.0815 
2474 0.0378 0.0833 
2475 0.0419 0.0861 
2476 0.0436 0.0836 
2477 0.0446 0.0838 
2478 0.0420 0.0852 
2479 0.0445 0.0827 
2480 0.0395 0.0827 
2481 0.0394 0.0802 
2482 0.0425 0.0786 
2483 0.0440 0.0814 
2484 0.0387 0.0809 
2485 0.0386 0.0787 
2486 0.0425 0.0780 
2487 0.0400 0.0784 
2488 0.0420 0.0741 
2489 0.0409 0.0732 
2490 0.0397 0.0767 
2491 0.0401 0.0721 
2492 0.0369 0.0734 
2493 0.0377 0.0767 
2494 0.0375 0.0773 
2495 0.0360 0.0743 
2496 0.0352 0.0707 
2497 0.0391 0.0677 
2498 0.0372 0.0717 
2499 0.0353 0.0730 
2500 0.0401 0.0724 
